country,Year,Sex,Religion,Value,Gallup2022NonReligious,Gallup2022Atheist,Gallup2017Combined,Pew2010Unaffiliated
GH,2010.0,Both Sexes,No Religion,1302077.0,11.0,1.0,1.0,4.2
GH,2010.0,Male,Total,12024845.0,11.0,1.0,1.0,4.2
GH,2010.0,Male,Catholic,1571079.0,11.0,1.0,1.0,4.2
GH,2010.0,Male,Islam ,2203837.0,11.0,1.0,1.0,4.2
GH,2010.0,Male,Pentecostal,3240237.0,11.0,1.0,1.0,4.2
GH,2010.0,Male,Protestant,2132619.0,11.0,1.0,1.0,4.2
GH,2010.0,Male,Traditional,646380.0,11.0,1.0,1.0,4.2
GH,2010.0,Male,Other Christians,1331390.0,11.0,1.0,1.0,4.2
GH,2010.0,Male,Other Religions,95064.0,11.0,1.0,1.0,4.2
GH,2010.0,Male,No Religion,804239.0,11.0,1.0,1.0,4.2
GH,2010.0,Female,Total,12633978.0,11.0,1.0,1.0,4.2
GH,2010.0,Female,Catholic,1659917.0,11.0,1.0,1.0,4.2
GH,2010.0,Female,Islam ,2141886.0,11.0,1.0,1.0,4.2
GH,2010.0,Female,Pentecostal,3740555.0,11.0,1.0,1.0,4.2
GH,2010.0,Female,Protestant,2401559.0,11.0,1.0,1.0,4.2
GH,2010.0,Female,Traditional,623892.0,11.0,1.0,1.0,4.2
GH,2010.0,Female,Other Christians,1469481.0,11.0,1.0,1.0,4.2
GH,2010.0,Female,Other Religions,98850.0,11.0,1.0,1.0,4.2
GH,2010.0,Female,No Religion,497838.0,11.0,1.0,1.0,4.2
ID,2010.0,Both Sexes,Total,237641326.0,19.0,0.0,30.0,0.1
ID,2010.0,Both Sexes,Buddhist,1703254.0,19.0,0.0,30.0,0.1
ID,2010.0,Both Sexes,Catholic,6907873.0,19.0,0.0,30.0,0.1
ID,2010.0,Both Sexes,Confucian,117091.0,19.0,0.0,30.0,0.1
ID,2010.0,Both Sexes,Hindu,4012116.0,19.0,0.0,30.0,0.1
ID,2010.0,Both Sexes,Muslim,207176162.0,19.0,0.0,30.0,0.1
ID,2010.0,Both Sexes,Protestant,16528513.0,19.0,0.0,30.0,0.1
ID,2010.0,Both Sexes,Other,299617.0,19.0,0.0,30.0,0.1
ID,2010.0,Both Sexes,Not Stated,139582.0,19.0,0.0,30.0,0.1
ID,2010.0,Both Sexes,Not Asked,757118.0,19.0,0.0,30.0,0.1
ID,2010.0,Male,Total,119630913.0,19.0,0.0,30.0,0.1
ID,2010.0,Male,Buddhist,869097.0,19.0,0.0,30.0,0.1
ID,2010.0,Male,Catholic,3441643.0,19.0,0.0,30.0,0.1
ID,2010.0,Male,Confucian,61506.0,19.0,0.0,30.0,0.1
ID,2010.0,Male,Hindu,2013589.0,19.0,0.0,30.0,0.1
ID,2010.0,Male,Muslim,104195783.0,19.0,0.0,30.0,0.1
ID,2010.0,Male,Protestant,8335966.0,19.0,0.0,30.0,0.1
ID,2010.0,Male,Other,157363.0,19.0,0.0,30.0,0.1
ID,2010.0,Male,Not Stated,70897.0,19.0,0.0,30.0,0.1
ID,2010.0,Male,Not Asked,485069.0,19.0,0.0,30.0,0.1
ID,2010.0,Female,Total,118010413.0,19.0,0.0,30.0,0.1
ID,2010.0,Female,Buddhist,834157.0,19.0,0.0,30.0,0.1
ID,2010.0,Female,Catholic,3466230.0,19.0,0.0,30.0,0.1
ID,2010.0,Female,Confucian,55585.0,19.0,0.0,30.0,0.1
ID,2010.0,Female,Hindu,1998527.0,19.0,0.0,30.0,0.1
ID,2010.0,Female,Muslim,102980379.0,19.0,0.0,30.0,0.1
ID,2010.0,Female,Protestant,8192547.0,19.0,0.0,30.0,0.1
ID,2010.0,Female,Other,142254.0,19.0,0.0,30.0,0.1
ID,2010.0,Female,Not Stated,68685.0,19.0,0.0,30.0,0.1
ID,2010.0,Female,Not Asked,272049.0,19.0,0.0,30.0,0.1
KI,2010.0,Both Sexes,Total,103058.0,,,,0.8
KI,2010.0,Both Sexes,Assembly of God,390.0,,,,0.8
KI,2010.0,Both Sexes,Baha'i,2322.0,,,,0.8
KI,2010.0,Both Sexes,Catholic,57503.0,,,,0.8
KI,2010.0,Both Sexes,Church of God,360.0,,,,0.8
KI,2010.0,Both Sexes,Mormon,4802.0,,,,0.8
KI,2010.0,Both Sexes,Muslim,119.0,,,,0.8
KI,2010.0,Both Sexes,Seventh Day Adventist,2085.0,,,,0.8
KI,2010.0,Both Sexes,Other,265.0,,,,0.8
KI,2010.0,Both Sexes,No Religion,51.0,,,,0.8
KI,2010.0,Both Sexes,Kempsville Presbyterian Church,34528.0,,,,0.8
KI,2010.0,Both Sexes,Te koaua,421.0,,,,0.8
KI,2010.0,Both Sexes,Unknown,212.0,,,,0.8
KI,2010.0,Male,Total,50796.0,,,,0.8
KI,2010.0,Male,Assembly of God,197.0,,,,0.8
KI,2010.0,Male,Baha'i,1175.0,,,,0.8
KI,2010.0,Male,Catholic,28322.0,,,,0.8
KI,2010.0,Male,Church of God,164.0,,,,0.8
KI,2010.0,Male,Mormon,2342.0,,,,0.8
KI,2010.0,Male,Muslim,65.0,,,,0.8
KI,2010.0,Male,Seventh Day Adventist,1007.0,,,,0.8
KI,2010.0,Male,Other,125.0,,,,0.8
KI,2010.0,Male,No Religion,33.0,,,,0.8
KI,2010.0,Male,Kempsville Presbyterian Church,17045.0,,,,0.8
KI,2010.0,Male,Te koaua,202.0,,,,0.8
KI,2010.0,Male,Unknown,119.0,,,,0.8
KI,2010.0,Female,Total,52262.0,,,,0.8
KI,2010.0,Female,Assembly of God,193.0,,,,0.8
KI,2010.0,Female,Baha'i,1147.0,,,,0.8
KI,2010.0,Female,Catholic,29181.0,,,,0.8
KI,2010.0,Female,Church of God,196.0,,,,0.8
KI,2010.0,Female,Mormon,2460.0,,,,0.8
KI,2010.0,Female,Muslim,54.0,,,,0.8
KI,2010.0,Female,Seventh Day Adventist,1078.0,,,,0.8
KI,2010.0,Female,Other,140.0,,,,0.8
KI,2010.0,Female,No Religion,18.0,,,,0.8
KI,2010.0,Female,Kempsville Presbyterian Church,17483.0,,,,0.8
KI,2010.0,Female,Te koaua,219.0,,,,0.8
KI,2010.0,Female,Unknown,93.0,,,,0.8
LI,2010.0,Both Sexes,Total,36149.0,,,,
LI,2010.0,Both Sexes,Buddhist,148.0,,,,
LI,2010.0,Both Sexes,Islam ,1960.0,,,,
LI,2010.0,Both Sexes,Roman Catholic,27450.0,,,,
LI,2010.0,Both Sexes,Other,133.0,,,,
LI,2010.0,Both Sexes,Other Christians,104.0,,,,
LI,2010.0,Both Sexes,Other Protestant,258.0,,,,
LI,2010.0,Both Sexes,No Afiliation,1952.0,,,,
LI,2010.0,Both Sexes,Not Specified,925.0,,,,
LI,2010.0,Both Sexes,Christian Orthodox,415.0,,,,
LI,2010.0,Both Sexes,Protestant Reformed,2343.0,,,,
LI,2010.0,Both Sexes,Protestant Lutheran,461.0,,,,
LI,2010.0,Male,Total,17886.0,,,,
LI,2010.0,Male,Buddhist,58.0,,,,
LI,2010.0,Male,Islam ,994.0,,,,
LI,2010.0,Male,Roman Catholic,13369.0,,,,
LI,2010.0,Male,Other,76.0,,,,
LI,2010.0,Male,Other Christians,59.0,,,,
LI,2010.0,Male,Other Protestant,110.0,,,,
LI,2010.0,Male,No Afiliation,1122.0,,,,
LI,2010.0,Male,Not Specified,556.0,,,,
LI,2010.0,Male,Christian Orthodox,176.0,,,,
LI,2010.0,Male,Protestant Reformed,1140.0,,,,
LI,2010.0,Male,Protestant Lutheran,226.0,,,,
LI,2010.0,Female,Total,18263.0,,,,
LI,2010.0,Female,Buddhist,90.0,,,,
LI,2010.0,Female,Islam ,966.0,,,,
LI,2010.0,Female,Roman Catholic,14081.0,,,,
LI,2010.0,Female,Other,57.0,,,,
LI,2010.0,Female,Other Christians,45.0,,,,
LI,2010.0,Female,Other Protestant,148.0,,,,
LI,2010.0,Female,No Afiliation,830.0,,,,
LI,2010.0,Female,Not Specified,369.0,,,,
LI,2010.0,Female,Christian Orthodox,239.0,,,,
LI,2010.0,Female,Protestant Reformed,1203.0,,,,
LI,2010.0,Female,Protestant Lutheran,235.0,,,,
MY,2010.0,Both Sexes,Total,28334135.0,,,,0.7
MY,2010.0,Both Sexes,Total,27484596.0,,,,0.7
MY,2010.0,Both Sexes,Buddhist,5446855.0,,,,0.7
MY,2010.0,Both Sexes,Buddhist,5620483.0,,,,0.7
MY,2010.0,Both Sexes,Christian,2617159.0,,,,0.7
MY,2010.0,Both Sexes,Christian,2542254.0,,,,0.7
MY,2010.0,Both Sexes,Confucianism/Taoism and Other Traditional Chinese,346827.0,,,,0.7
MY,2010.0,Both Sexes,Confucianism/Taoism and Other Traditional Chinese,356718.0,,,,0.7
MY,2010.0,Both Sexes,Hindu,1777694.0,,,,0.7
MY,2010.0,Both Sexes,Hindu,1725838.0,,,,0.7
MY,2010.0,Both Sexes,Islam ,16849328.0,,,,0.7
MY,2010.0,Both Sexes,Islam ,17375794.0,,,,0.7
MY,2010.0,Both Sexes,Other Religions,109546.0,,,,0.7
MY,2010.0,Both Sexes,Other Religions,111759.0,,,,0.7
MY,2010.0,Both Sexes,No Religion,197064.0,,,,0.7
MY,2010.0,Both Sexes,No Religion,202763.0,,,,0.7
MY,2010.0,Both Sexes,Unknown,271765.0,,,,0.7
MY,2010.0,Both Sexes,Unknown,266884.0,,,,0.7
MY,2010.0,Male,Total,14562638.0,,,,0.7
MY,2010.0,Male,Total,14127608.0,,,,0.7
MY,2010.0,Male,Buddhist,2815662.0,,,,0.7
MY,2010.0,Male,Buddhist,2903709.0,,,,0.7
MY,2010.0,Male,Christian,1323851.0,,,,0.7
MY,2010.0,Male,Christian,1286351.0,,,,0.7
MY,2010.0,Male,Confucianism/Taoism and Other Traditional Chinese,179763.0,,,,0.7
MY,2010.0,Male,Confucianism/Taoism and Other Traditional Chinese,184936.0,,,,0.7
MY,2010.0,Male,Hindu,921154.0,,,,0.7
MY,2010.0,Male,Hindu,894517.0,,,,0.7
MY,2010.0,Male,Islam ,8622281.0,,,,0.7
MY,2010.0,Male,Islam ,8892853.0,,,,0.7
MY,2010.0,Male,Other Religions,58660.0,,,,0.7
MY,2010.0,Male,Other Religions,59799.0,,,,0.7
MY,2010.0,Male,No Religion,103188.0,,,,0.7
MY,2010.0,Male,No Religion,106226.0,,,,0.7
MY,2010.0,Male,Unknown,170110.0,,,,0.7
MY,2010.0,Male,Unknown,167186.0,,,,0.7
MY,2010.0,Female,Total,13771497.0,,,,0.7
MY,2010.0,Female,Total,13356988.0,,,,0.7
MY,2010.0,Female,Buddhist,2631193.0,,,,0.7
MY,2010.0,Female,Buddhist,2716774.0,,,,0.7
MY,2010.0,Female,Christian,1293308.0,,,,0.7
MY,2010.0,Female,Christian,1255903.0,,,,0.7
MY,2010.0,Female,Confucianism/Taoism and Other Traditional Chinese,167064.0,,,,0.7
MY,2010.0,Female,Confucianism/Taoism and Other Traditional Chinese,171782.0,,,,0.7
MY,2010.0,Female,Hindu,856540.0,,,,0.7
MY,2010.0,Female,Hindu,831321.0,,,,0.7
MY,2010.0,Female,Islam ,8227047.0,,,,0.7
MY,2010.0,Female,Islam ,8482941.0,,,,0.7
MY,2010.0,Female,Other Religions,50886.0,,,,0.7
MY,2010.0,Female,Other Religions,51960.0,,,,0.7
MY,2010.0,Female,No Religion,93876.0,,,,0.7
MY,2010.0,Female,No Religion,96537.0,,,,0.7
MY,2010.0,Female,Unknown,101655.0,,,,0.7
MY,2010.0,Female,Unknown,99698.0,,,,0.7
MX,2010.0,Both Sexes,Total,112336538.0,19.0,6.0,36.0,4.7
MX,2010.0,Both Sexes,Catholic,92924489.0,19.0,6.0,36.0,4.7
MX,2010.0,Both Sexes,Church of God,188326.0,19.0,6.0,36.0,4.7
MX,2010.0,Both Sexes,Ethnic Churches,27839.0,19.0,6.0,36.0,4.7
MX,2010.0,Both Sexes,Historics,820744.0,19.0,6.0,36.0,4.7
MX,2010.0,Both Sexes,Islam ,3760.0,19.0,6.0,36.0,4.7
MX,2010.0,Both Sexes,Jehovah Witness,1561086.0,19.0,6.0,36.0,4.7
MX,2010.0,Both Sexes,Judaism,67476.0,19.0,6.0,36.0,4.7
MX,2010.0,Both Sexes,Latter Day Saints,314932.0,19.0,6.0,36.0,4.7
MX,2010.0,Both Sexes,Oriental,18185.0,19.0,6.0,36.0,4.7
MX,2010.0,Both Sexes,Pentecostal,1782021.0,19.0,6.0,36.0,4.7
MX,2010.0,Both Sexes,Seventh Day Adventist,661878.0,19.0,6.0,36.0,4.7
MX,2010.0,Both Sexes,Spiritualist,35995.0,19.0,6.0,36.0,4.7
MX,2010.0,Both Sexes,Other Evangelical Churches,5595116.0,19.0,6.0,36.0,4.7
MX,2010.0,Both Sexes,Other Religions,19636.0,19.0,6.0,36.0,4.7
MX,2010.0,Both Sexes,No Religion,5262546.0,19.0,6.0,36.0,4.7
MX,2010.0,Both Sexes,Not Specified,3052509.0,19.0,6.0,36.0,4.7
MX,2010.0,Male,Total,54855231.0,19.0,6.0,36.0,4.7
MX,2010.0,Male,Catholic,45136800.0,19.0,6.0,36.0,4.7
MX,2010.0,Male,Church of God,92038.0,19.0,6.0,36.0,4.7
MX,2010.0,Male,Ethnic Churches,14074.0,19.0,6.0,36.0,4.7
MX,2010.0,Male,Historics,388481.0,19.0,6.0,36.0,4.7
MX,2010.0,Male,Islam ,2368.0,19.0,6.0,36.0,4.7
MX,2010.0,Male,Jehovah Witness,685197.0,19.0,6.0,36.0,4.7
MX,2010.0,Male,Judaism,33492.0,19.0,6.0,36.0,4.7
MX,2010.0,Male,Latter Day Saints,146813.0,19.0,6.0,36.0,4.7
MX,2010.0,Male,Oriental,9345.0,19.0,6.0,36.0,4.7
MX,2010.0,Male,Pentecostal,835019.0,19.0,6.0,36.0,4.7
MX,2010.0,Male,Seventh Day Adventist,308407.0,19.0,6.0,36.0,4.7
MX,2010.0,Male,Spiritualist,16236.0,19.0,6.0,36.0,4.7
MX,2010.0,Male,Other Evangelical Churches,2608656.0,19.0,6.0,36.0,4.7
MX,2010.0,Male,Other Religions,10602.0,19.0,6.0,36.0,4.7
MX,2010.0,Male,No Religion,3023313.0,19.0,6.0,36.0,4.7
MX,2010.0,Male,Not Specified,1544390.0,19.0,6.0,36.0,4.7
MX,2010.0,Female,Total,57481307.0,19.0,6.0,36.0,4.7
MX,2010.0,Female,Catholic,47787689.0,19.0,6.0,36.0,4.7
MX,2010.0,Female,Church of God,96288.0,19.0,6.0,36.0,4.7
MX,2010.0,Female,Ethnic Churches,13765.0,19.0,6.0,36.0,4.7
MX,2010.0,Female,Historics,432263.0,19.0,6.0,36.0,4.7
MX,2010.0,Female,Islam ,1392.0,19.0,6.0,36.0,4.7
MX,2010.0,Female,Jehovah Witness,875889.0,19.0,6.0,36.0,4.7
MX,2010.0,Female,Judaism,33984.0,19.0,6.0,36.0,4.7
MX,2010.0,Female,Latter Day Saints,168119.0,19.0,6.0,36.0,4.7
MX,2010.0,Female,Oriental,8840.0,19.0,6.0,36.0,4.7
MX,2010.0,Female,Pentecostal,947002.0,19.0,6.0,36.0,4.7
MX,2010.0,Female,Seventh Day Adventist,353471.0,19.0,6.0,36.0,4.7
MX,2010.0,Female,Spiritualist,19759.0,19.0,6.0,36.0,4.7
MX,2010.0,Female,Other Evangelical Churches,2986460.0,19.0,6.0,36.0,4.7
MX,2010.0,Female,Other Religions,9034.0,19.0,6.0,36.0,4.7
MX,2010.0,Female,No Religion,2239233.0,19.0,6.0,36.0,4.7
MX,2010.0,Female,Not Specified,1508119.0,19.0,6.0,36.0,4.7
MN,2010.0,Both Sexes,Total,1905969.0,,,29.0,35.9
MN,2010.0,Both Sexes,Buddhist,1009357.0,,,29.0,35.9
MN,2010.0,Both Sexes,Christian,41117.0,,,29.0,35.9
MN,2010.0,Both Sexes,Muslim,57702.0,,,29.0,35.9
MN,2010.0,Both Sexes,Other,6933.0,,,29.0,35.9
MN,2010.0,Both Sexes,No Religion,735686.0,,,29.0,35.9
MN,2010.0,Both Sexes,Shaman,55174.0,,,29.0,35.9
MN,2010.0,Male,Total,937271.0,,,29.0,35.9
MN,2010.0,Male,Buddhist,462683.0,,,29.0,35.9
MN,2010.0,Male,Christian,15135.0,,,29.0,35.9
MN,2010.0,Male,Muslim,28702.0,,,29.0,35.9
MN,2010.0,Male,Other,3335.0,,,29.0,35.9
MN,2010.0,Male,No Religion,402070.0,,,29.0,35.9
MN,2010.0,Male,Shaman,25346.0,,,29.0,35.9
MN,2010.0,Female,Total,968698.0,,,29.0,35.9
MN,2010.0,Female,Buddhist,546674.0,,,29.0,35.9
MN,2010.0,Female,Christian,25982.0,,,29.0,35.9
MN,2010.0,Female,Muslim,29000.0,,,29.0,35.9
MN,2010.0,Female,Other,3598.0,,,29.0,35.9
MN,2010.0,Female,No Religion,333616.0,,,29.0,35.9
MN,2010.0,Female,Shaman,29828.0,,,29.0,35.9
SG,2010.0,Both Sexes,Total,3105748.0,,,,16.4
SG,2010.0,Both Sexes,Buddhist,1032879.0,,,,16.4
SG,2010.0,Both Sexes,Catholic,219133.0,,,,16.4
SG,2010.0,Both Sexes,Christian,569244.0,,,,16.4
SG,2010.0,Both Sexes,Hindu,157854.0,,,,16.4
SG,2010.0,Both Sexes,Islam ,457435.0,,,,16.4
SG,2010.0,Both Sexes,Sikh,10744.0,,,,16.4
SG,2010.0,Both Sexes,Taoist,339149.0,,,,16.4
SG,2010.0,Both Sexes,Other Christians,350111.0,,,,16.4
SG,2010.0,Both Sexes,Other Religions,10891.0,,,,16.4
SG,2010.0,Both Sexes,No Religion,527553.0,,,,16.4
SG,2010.0,Male,Total,1517428.0,,,,16.4
SG,2010.0,Male,Buddhist,500579.0,,,,16.4
SG,2010.0,Male,Catholic,100083.0,,,,16.4
SG,2010.0,Male,Christian,253334.0,,,,16.4
SG,2010.0,Male,Hindu,81634.0,,,,16.4
SG,2010.0,Male,Islam ,225956.0,,,,16.4
SG,2010.0,Male,Sikh,5283.0,,,,16.4
SG,2010.0,Male,Taoist,166927.0,,,,16.4
SG,2010.0,Male,Other Christians,153251.0,,,,16.4
SG,2010.0,Male,Other Religions,5031.0,,,,16.4
SG,2010.0,Male,No Religion,278683.0,,,,16.4
SG,2010.0,Female,Total,1588321.0,,,,16.4
SG,2010.0,Female,Buddhist,532300.0,,,,16.4
SG,2010.0,Female,Catholic,119050.0,,,,16.4
SG,2010.0,Female,Christian,315910.0,,,,16.4
SG,2010.0,Female,Hindu,76220.0,,,,16.4
SG,2010.0,Female,Islam ,231478.0,,,,16.4
SG,2010.0,Female,Sikh,5461.0,,,,16.4
SG,2010.0,Female,Taoist,172222.0,,,,16.4
SG,2010.0,Female,Other Christians,196860.0,,,,16.4
SG,2010.0,Female,Other Religions,5860.0,,,,16.4
SG,2010.0,Female,No Religion,248870.0,,,,16.4
TH,2010.0,Both Sexes,Total,65981659.0,65.0,4.0,2.0,0.3
TH,2010.0,Both Sexes,Buddhist,61746429.0,65.0,4.0,2.0,0.3
TH,2010.0,Both Sexes,Christian,789376.0,65.0,4.0,2.0,0.3
TH,2010.0,Both Sexes,Confucian,16718.0,65.0,4.0,2.0,0.3
TH,2010.0,Both Sexes,Hindu,41808.0,65.0,4.0,2.0,0.3
TH,2010.0,Both Sexes,Islam ,3259340.0,65.0,4.0,2.0,0.3
TH,2010.0,Both Sexes,Other Religions,66922.0,65.0,4.0,2.0,0.3
TH,2010.0,Both Sexes,No Religion,46122.0,65.0,4.0,2.0,0.3
TH,2010.0,Both Sexes,Unknown,14944.0,65.0,4.0,2.0,0.3
TH,2010.0,Male,Total,32355032.0,65.0,4.0,2.0,0.3
TH,2010.0,Male,Buddhist,30196344.0,65.0,4.0,2.0,0.3
TH,2010.0,Male,Christian,439866.0,65.0,4.0,2.0,0.3
TH,2010.0,Male,Confucian,10597.0,65.0,4.0,2.0,0.3
TH,2010.0,Male,Hindu,23210.0,65.0,4.0,2.0,0.3
TH,2010.0,Male,Islam ,1612509.0,65.0,4.0,2.0,0.3
TH,2010.0,Male,Other Religions,37156.0,65.0,4.0,2.0,0.3
TH,2010.0,Male,No Religion,27533.0,65.0,4.0,2.0,0.3
TH,2010.0,Male,Unknown,7817.0,65.0,4.0,2.0,0.3
TH,2010.0,Female,Total,33626627.0,65.0,4.0,2.0,0.3
TH,2010.0,Female,Buddhist,31550085.0,65.0,4.0,2.0,0.3
TH,2010.0,Female,Christian,349510.0,65.0,4.0,2.0,0.3
TH,2010.0,Female,Confucian,6121.0,65.0,4.0,2.0,0.3
TH,2010.0,Female,Hindu,18598.0,65.0,4.0,2.0,0.3
TH,2010.0,Female,Islam ,1646831.0,65.0,4.0,2.0,0.3
TH,2010.0,Female,Other Religions,29766.0,65.0,4.0,2.0,0.3
TH,2010.0,Female,No Religion,18589.0,65.0,4.0,2.0,0.3
TH,2010.0,Female,Unknown,7127.0,65.0,4.0,2.0,0.3
ZM,2010.0,Both Sexes,Total,12526314.0,,,,0.5
ZM,2010.0,Both Sexes,Baha'i,3891.0,,,,0.5
ZM,2010.0,Both Sexes,Buddhist,9623.0,,,,0.5
ZM,2010.0,Both Sexes,Catholic,2532858.0,,,,0.5
ZM,2010.0,Both Sexes,Hindu,4383.0,,,,0.5
ZM,2010.0,Both Sexes,Muslim,61412.0,,,,0.5
ZM,2010.0,Both Sexes,Protestant,9436231.0,,,,0.5
ZM,2010.0,Both Sexes,Other,253621.0,,,,0.5
ZM,2010.0,Both Sexes,,224295.0,,,,0.5
ZM,2010.0,Male,Total,6117253.0,,,,0.5
ZM,2010.0,Male,Baha'i,1997.0,,,,0.5
ZM,2010.0,Male,Buddhist,4786.0,,,,0.5
ZM,2010.0,Male,Catholic,1238491.0,,,,0.5
ZM,2010.0,Male,Hindu,2497.0,,,,0.5
ZM,2010.0,Male,Muslim,32082.0,,,,0.5
ZM,2010.0,Male,Protestant,4567759.0,,,,0.5
ZM,2010.0,Male,Other,123631.0,,,,0.5
ZM,2010.0,Male,,146010.0,,,,0.5
ZM,2010.0,Female,Total,6409061.0,,,,0.5
ZM,2010.0,Female,Baha'i,1894.0,,,,0.5
ZM,2010.0,Female,Buddhist,4837.0,,,,0.5
ZM,2010.0,Female,Catholic,1294367.0,,,,0.5
ZM,2010.0,Female,Hindu,1886.0,,,,0.5
ZM,2010.0,Female,Muslim,29330.0,,,,0.5
ZM,2010.0,Female,Protestant,4868472.0,,,,0.5
ZM,2010.0,Female,Other,129990.0,,,,0.5
ZM,2010.0,Female,,78285.0,,,,0.5
AL,2011.0,Both Sexes,Total,2800138.0,,,39.0,1.4
AL,2011.0,Both Sexes,Atheist,69995.0,,,39.0,1.4
AL,2011.0,Both Sexes,Catholic,280921.0,,,39.0,1.4
AL,2011.0,Both Sexes,Evangelical,3797.0,,,39.0,1.4
AL,2011.0,Both Sexes,Muslim,1587608.0,,,39.0,1.4
AL,2011.0,Both Sexes,Orthodox,188992.0,,,39.0,1.4
AL,2011.0,Both Sexes,Other,602.0,,,39.0,1.4
AL,2011.0,Both Sexes,Other Christians,1919.0,,,39.0,1.4
AL,2011.0,Both Sexes,Refused to answer,386024.0,,,39.0,1.4
AL,2011.0,Both Sexes,Bektashism,58628.0,,,39.0,1.4
AL,2011.0,Both Sexes,Believers without denomination,153630.0,,,39.0,1.4
AL,2011.0,Both Sexes,Not Stated,68022.0,,,39.0,1.4
AM,2011.0,Both Sexes,Armenian Apostolic,2796519.0,7.0,2.0,6.0,1.3
AM,2011.0,Both Sexes,Armenian Orthodox,7532.0,7.0,2.0,6.0,1.3
AM,2011.0,Both Sexes,Catholic,13843.0,7.0,2.0,6.0,1.3
AM,2011.0,Both Sexes,Evangelical,29280.0,7.0,2.0,6.0,1.3
AM,2011.0,Both Sexes,Pagan,5434.0,7.0,2.0,6.0,1.3
AM,2011.0,Both Sexes,Other,7888.0,7.0,2.0,6.0,1.3
AM,2011.0,Both Sexes,No Religion,34373.0,7.0,2.0,6.0,1.3
AM,2011.0,Both Sexes,Not Stated,87214.0,7.0,2.0,6.0,1.3
AM,2011.0,Both Sexes,Yeshiva's witness,8695.0,7.0,2.0,6.0,1.3
AM,2011.0,Both Sexes,Molokai,2872.0,7.0,2.0,6.0,1.3
AM,2011.0,Both Sexes,Shar-fadinian,25204.0,7.0,2.0,6.0,1.3
AM,2011.0,Male,Armenian Apostolic,1342448.0,7.0,2.0,6.0,1.3
AM,2011.0,Male,Armenian Orthodox,2638.0,7.0,2.0,6.0,1.3
AM,2011.0,Male,Catholic,6686.0,7.0,2.0,6.0,1.3
AM,2011.0,Male,Evangelical,12297.0,7.0,2.0,6.0,1.3
AM,2011.0,Male,Pagan,2817.0,7.0,2.0,6.0,1.3
AM,2011.0,Male,Other,3776.0,7.0,2.0,6.0,1.3
AM,2011.0,Male,No Religion,17128.0,7.0,2.0,6.0,1.3
AM,2011.0,Male,Not Stated,43433.0,7.0,2.0,6.0,1.3
AM,2011.0,Male,Yeshiva's witness,2784.0,7.0,2.0,6.0,1.3
AM,2011.0,Male,Molokai,1450.0,7.0,2.0,6.0,1.3
AM,2011.0,Male,Shar-fadinian,12595.0,7.0,2.0,6.0,1.3
AM,2011.0,Female,Armenian Apostolic,1454071.0,7.0,2.0,6.0,1.3
AM,2011.0,Female,Armenian Orthodox,4894.0,7.0,2.0,6.0,1.3
AM,2011.0,Female,Catholic,7157.0,7.0,2.0,6.0,1.3
AM,2011.0,Female,Evangelical,16983.0,7.0,2.0,6.0,1.3
AM,2011.0,Female,Pagan,2617.0,7.0,2.0,6.0,1.3
AM,2011.0,Female,Other,4112.0,7.0,2.0,6.0,1.3
AM,2011.0,Female,No Religion,17245.0,7.0,2.0,6.0,1.3
AM,2011.0,Female,Not Stated,43781.0,7.0,2.0,6.0,1.3
AM,2011.0,Female,Yeshiva's witness,5911.0,7.0,2.0,6.0,1.3
AM,2011.0,Female,Molokai,1422.0,7.0,2.0,6.0,1.3
AM,2011.0,Female,Shar-fadinian,12609.0,7.0,2.0,6.0,1.3
AU,2011.0,Both Sexes,Total,21507719.0,,,63.0,24.2
AU,2011.0,Both Sexes,Anglican,3679907.0,,,63.0,24.2
AU,2011.0,Both Sexes,Baha'i,13705.0,,,63.0,24.2
AU,2011.0,Both Sexes,Baptist,352499.0,,,63.0,24.2
AU,2011.0,Both Sexes,Brethren,21732.0,,,63.0,24.2
AU,2011.0,Both Sexes,Buddhist,528979.0,,,63.0,24.2
AU,2011.0,Both Sexes,Catholic,5439266.0,,,63.0,24.2
AU,2011.0,Both Sexes,Church of Christ,49688.0,,,63.0,24.2
AU,2011.0,Both Sexes,Druze,2973.0,,,63.0,24.2
AU,2011.0,Both Sexes,Eastern Orthodox,563072.0,,,63.0,24.2
AU,2011.0,Both Sexes,Hindu,275536.0,,,63.0,24.2
AU,2011.0,Both Sexes,Islam ,476291.0,,,63.0,24.2
AU,2011.0,Both Sexes,Judaism,97334.0,,,63.0,24.2
AU,2011.0,Both Sexes,Latter Day Saints,59770.0,,,63.0,24.2
AU,2011.0,Both Sexes,Lutheran,251932.0,,,63.0,24.2
AU,2011.0,Both Sexes,Pentecostal,237984.0,,,63.0,24.2
AU,2011.0,Both Sexes,Salvation Army,60162.0,,,63.0,24.2
AU,2011.0,Both Sexes,Seventh Day Adventist,63002.0,,,63.0,24.2
AU,2011.0,Both Sexes,Sikh,72296.0,,,63.0,24.2
AU,2011.0,Both Sexes,Spiritualist,11553.0,,,63.0,24.2
AU,2011.0,Both Sexes,United Church,1065794.0,,,63.0,24.2
AU,2011.0,Both Sexes,Other Christians,37674.0,,,63.0,24.2
AU,2011.0,Both Sexes,Other Protestant,60240.0,,,63.0,24.2
AU,2011.0,Both Sexes,Other Religions,18893.0,,,63.0,24.2
